Timestamp,People_Count,Confidence(%),Mode
2025-11-13 00:48:00,0,0.0,Live Camera
2025-11-13 00:48:01,0,0.0,Live Camera
2025-11-13 00:48:02,0,0.0,Live Camera
2025-11-13 00:48:03,0,0.0,Live Camera
2025-11-13 00:48:05,0,0.0,Live Camera
2025-11-13 00:48:06,0,0.0,Live Camera
2025-11-13 00:48:07,0,0.0,Live Camera
2025-11-13 00:48:08,0,0.0,Live Camera
2025-11-13 00:48:10,0,0.0,Live Camera
2025-11-13 00:48:11,0,0.0,Live Camera
2025-11-13 00:48:12,0,0.0,Live Camera
2025-11-13 00:48:13,0,0.0,Live Camera
2025-11-13 00:48:15,0,0.0,Live Camera
2025-11-13 00:48:16,0,0.0,Live Camera
2025-11-13 00:48:17,0,0.0,Live Camera
2025-11-13 00:48:18,0,0.0,Live Camera
2025-11-13 00:48:20,0,0.0,Live Camera
2025-11-13 00:48:21,0,0.0,Live Camera
2025-11-13 00:48:22,0,0.0,Live Camera
2025-11-13 00:48:23,0,0.0,Live Camera
2025-11-13 00:48:25,0,0.0,Live Camera
2025-11-13 00:48:26,0,0.0,Live Camera
2025-11-13 00:48:27,0,0.0,Live Camera
2025-11-13 00:48:28,0,0.0,Live Camera
2025-11-13 00:48:30,0,0.0,Live Camera
2025-11-13 00:48:31,0,0.0,Live Camera
2025-11-13 00:48:32,0,0.0,Live Camera
2025-11-13 00:48:33,0,0.0,Live Camera
2025-11-13 00:48:35,0,0.0,Live Camera
2025-11-13 00:48:36,0,0.0,Live Camera
2025-11-13 00:50:57,0,0.0,Live Camera
2025-11-13 00:50:58,0,0.0,Live Camera
2025-11-13 00:50:59,0,0.0,Live Camera
2025-11-13 00:51:00,0,0.0,Live Camera
2025-11-13 00:51:02,0,0.0,Live Camera
2025-11-13 00:51:03,0,0.0,Live Camera
2025-11-13 00:51:04,0,0.0,Live Camera
2025-11-13 00:51:06,0,0.0,Live Camera
2025-11-13 00:51:07,0,0.0,Live Camera
2025-11-13 00:51:08,0,0.0,Live Camera
2025-11-13 00:51:09,0,0.0,Live Camera
2025-11-13 00:51:11,0,0.0,Live Camera
2025-11-13 00:51:12,0,0.0,Live Camera
2025-11-13 00:51:13,0,0.0,Live Camera
2025-11-13 00:51:15,0,0.0,Live Camera
2025-11-13 00:51:16,0,0.0,Live Camera
2025-11-13 00:51:17,0,0.0,Live Camera
2025-11-13 00:51:18,0,0.0,Live Camera
2025-11-13 00:51:20,0,0.0,Live Camera
2025-11-13 00:51:21,0,0.0,Live Camera
2025-11-13 00:51:22,0,0.0,Live Camera
2025-11-13 00:51:24,0,0.0,Live Camera
2025-11-13 00:51:25,0,0.0,Live Camera
2025-11-13 00:51:26,0,0.0,Live Camera
2025-11-13 00:51:27,0,0.0,Live Camera
2025-11-13 00:51:31,0,0.0,Live Camera
2025-11-13 00:51:33,0,0.0,Live Camera
2025-11-13 00:51:35,0,0.0,Live Camera
2025-11-13 00:51:37,0,0.0,Live Camera
2025-11-13 00:51:39,0,0.0,Live Camera
2025-11-13 00:51:41,0,0.0,Live Camera
2025-11-13 00:51:43,0,0.0,Live Camera
2025-11-13 00:51:46,0,0.0,Live Camera
2025-11-13 00:52:08,0,0.0,Live Camera
2025-11-13 00:52:10,0,0.0,Live Camera
2025-11-13 00:52:12,0,0.0,Live Camera
2025-11-13 00:52:14,0,0.0,Live Camera
2025-11-13 00:52:16,0,0.0,Live Camera
2025-11-13 00:52:18,0,0.0,Live Camera
2025-11-13 00:52:20,0,0.0,Live Camera
2025-11-13 00:52:22,0,0.0,Live Camera
2025-11-13 00:52:24,0,0.0,Live Camera
2025-11-13 00:52:33,24,57.3,Video
2025-11-13 00:52:34,26,51.6,Video
2025-11-13 00:52:35,22,56.3,Video
2025-11-13 00:52:38,21,57.1,Video
2025-11-13 00:52:40,19,61.3,Video
2025-11-13 00:52:43,18,62.7,Video
2025-11-13 00:52:45,19,59.8,Video
2025-11-13 00:52:47,21,55.7,Video
2025-11-13 00:52:50,20,57.3,Video
2025-11-13 00:52:52,21,55.5,Video
2025-11-13 00:52:55,21,56.4,Video
2025-11-13 00:52:58,23,54.9,Video
